title,propertyType,sizeSqFeetMax,bedrooms,bathrooms,listingUpdateReason,price,Date,listingDescription,luxury_features,transport_mentions,school_mentions,renovation_mentions
"10 bedroom terraced house for sale in Portland Place, Marylebone, W1B",Terraced,20987,10,10,new,65000000,2024,"Built in 1775 by Robert Adam, the residence has recently been reimagined for 21st century living by MSMR Architects and celebrated interior and architecture studio 1508 London to provide a new benchmark of quality and classic contemporary style. The Grade II* Listed No.33 Portland Place has had an extraordinary history spanning almost 250 years. It has been the home of a long list of notable former residents, as well as being host to famous names, royalty, and celebrities over the centuries. Creating a classic, timeless and assured look that goes beyond dates and trends, and can take the building into another century of living, providing a home for memories and stories, and spaces for everyone to live in - for intimate family moments, and for grand entertaining gestures. Balancing the exquisite detailing of the interior architecture with carefully selected pieces, materials, forms and texture. The design and detailing of specially designed fitted joinery, selected marbles and stones, hand painted wallpapers, artisanal and crafted feature chandeliers, furniture and fabrics all come together to create harmonious spaces. Please note, we have not yet received confirmation from the client regarding certain information for this property. You should ensure you make your own enquiries regarding material information about this property. Additional Information Mobile Coverage: Please look at the Ofcom website for more information Located on an unusually wide boulevard, 33 Portland Place offers a grandeur and spaciousness rare in the city of London. In the heart of it all, the residence boasts the best of both worlds, with the verdant expanse of Regent's Park and the world-class dining and unparalleled shopping of the West End just a stone's throw away. Also within a short walk is the sought-after Marylebone High Street, famed for its boutique stores, artisanal cafes, and timeless charm. This coveted address allows you to enjoy and be a part of the very best that London has to offer.",,Mobile Coverage: Please look at the Ofcom website for more information,,recently been reimagined for 21st century living
"5 bedroom penthouse for sale in The Knightsbridge Apartments, 199 Knightsbridge, London, SW7",Penthouse,9437,5,5,new,80000000,2024,"A once in a lifetime opportunity to own one of the most extraordinary properties in London. A Penthouse measuring approximately 9,500 sq.ft. with panoramic views across London. Featuring a private terrace with its own swimming pool. Situated within The Knightsbridge Apartments. London’s most exclusive development, offering the epitome of luxury living with first class security and leisure facilities.",first class security and leisure facilities,,,
"6 bedroom terraced house for sale in Bedford Gardens, Kensington, London, W8",Terraced,8756,6,,new,21500000,2024,"A stunning and most beuatifully refurbished 6/7 bedroom family house, that is unique in so many ways. The house is wide, semi detached and low built, and has the advantage of owning the house behind, on Campden Street, which offers a large garage and additional accomodation above. Bedford Gardens is one of Kensington's nicest and prettiest streets, which runs between Kensington Church Street and Campden Hill Road, and therefore being so close to both Kensington Gardens and Holland Park.",,,,most beuatifully refurbished
"3 bedroom apartment for sale in Residence 2.01, The OWO Residences By Raffles, Whitehall, London, SW1A",Apartment,2935,3,3,new,19950000,2024,"This remarkable and utterly unique three bedroom apartment has been beautifully interior designed throughout by Angel O'Donnell and is being exclusively listed by Savills. Description This exceptional property is one of the 85 totally unique residences in the Old War Office. "" ""Restrained refinement"" was our guiding principle; blending warm neutrals with soft textures, and sculptural forms with welcoming silhouettes. To this we added expressive paintings, hand-thrown ceramics, and an abundance of bespoke furniture and cabinetry, all designed inhouse and handcrafted by British artisans. This is a feel-good home that celebrates craftsmanship, creativity and comfort; a sensory sanctuary that compels you to inspect artwork, touch surfaces and nestle into soft furnishings."" - Award winning interior designer, Angel O'Donnell Location The OWO occupies a privileged position on Whitehall, at the eastern edge of St James’s. Strolling its broad pavements is to experience days of old; a throwback to London’s regency grandeur. It is home to some of the city’s most established specialist shops, well-versed in serving royalty, alongside venerable institutions: from Christie’s and the Royal Academy, to innumerable members’ clubs. Today, the old guard is joined by a new generation of restaurants, boutiques, galleries and clubs, from White Cube to the cutting-edge Dover Street Market. This is one of the world’s few great places that remain untouched by generic luxury. It is all the more precious for it. Square Footage: 2,935 sq ft Leasehold with approximately 243 years remaining. Directions 0.3mile walk from Embankment Underground Station Additional Info Council Tax: To be determined by the local authority EPC: To be confirmed on completion",,0.3mile walk from Embankment Underground Station,,
"6 bedroom town house for sale in Bourdon Street, Mayfair, W1K",Town House,5788,6,7,price_reduced,18250000,2024,"This spectacular five-bedroom home is located in the heart of Mayfair and has been recently renovated with exceptional finishings throughout. Bourdon Street presents expansive contemporary interiors including an impressive open-plan kitchen and dining area overlooked by a large mezzanine drawing-room. The principal bedroom comprises a walk-in wardrobe, ensuite bathroom, and private reception room. There are a further four guest bedrooms, three with ensuite bathrooms, and two staff studio apartments. The home provides state-of-the-art amenities including an indoor swimming pool, gym, steam room, and lift access throughout. Additionally, the home features an integrated garage and a chef's kitchen.","state-of-the-art amenities including an indoor swimming pool, gym, steam room, and lift access throughout",,,recently renovated with exceptional finishings throughout
"6 bedroom house for sale in Bourdon Street, Mayfair, London, W1K",House,5780,6,6,price_reduced,18250000,2024,"This stunning house was once occupied by famous 1960s fashion photographer, Terence Donovan, and has recently undergone extensive redevelopment, making it one of the most unique houses in Mayfair. The property measures over 5,500 Sqft and is arranged over four floors with a beautiful glass lift within a light filled atrium. Upon entering the house at ground level, one is met with a breathtaking double height living and dining space. The dining area has a ceiling height of 5.5 metres, with a full height marble fire-place feature wall towering over the ground floor reception room area. The ultra-modern, sleek kitchen has integrated Gaggenau appliances and a large marble breakfast bar ideal for more casual dining. For the larger dinner parties there is a fully kitted-out chef's kitchen attached to the garage for private fine dining experiences from the comfort of one's own home. The lower ground floor of this beautiful home offers a private spa experience, with a steam room, 10 metre indoor swimming pool and a gym. The swimming pool has a stunning glass wall looking through to the gym, with skylights looking up into the ground floor living space. Overlooking the ground floor living and dining space there is a sizable drawing room on a Mezzanine. The property also features a large and luxurious principal bedroom with en suite bathroom, as well as an impressive dressing area with extensive wardrobe space. There are a further five bedrooms, with four boasting beautifully lavish en suites. A staff studio room can be found, self-contained on the first floor of the house. Bourdon Street is bound in history as one of Mayfair's most prestigious addresses. Berkeley Square is located at the south side of Bourdon Street where one can find exclusive private members' clubs such as Annabel's, and famous restaurants such as Sexy Fish. Bourdon Street is also just moments from the designer retailers along Old Bond Street. Mount Street is close by, offering an array of designer retailers, restaurants, and The Connaught hotel.","private spa experience, with a steam room, 10 metre indoor swimming pool and a gym",,,recently undergone extensive redevelopment
"14 bedroom terraced house for sale in Lexham Gardens, Kensington, W8",Terraced,12575,14,20,new,18500000,2024,"A stunning, substantial property comprising two cross converted white stucco fronted freehold terraced houses made up of 14 self contained apartments. The apartments are arranged over garden, ground and five upper floors, totalling 11,238 ft 2 net internal area. Apartments 1-4 located on the ground and garden floors have been recently refurbished to a high standard. The remaining apartments are in a good rental condition & all apartments are let on ASTs or contractual tenancies, making this an attractive investment opportunity. The building benefits from a lift as well as a double width 80ft south facing gardens, which is shared by duplex flats 3 and 4, in addition to their own private terraces. Selling your property in Lexham Gardens? Trying to find your perfect home to buy? Register with Chestertons Kensington to get the full picture from the experts in the Kensington market. Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( Chestertons-NHsales )",,,,recently refurbished
"5 bedroom flat for sale in Princes Gate, London, SW7",Flat,6640,5,6,new,18500000,2024,"A grand and imposing stucco fronted London home available to the market for the first time in near 50 years. Set across three floors with five bedrooms, six bathrooms, ample entertaining space, and totalling over 6,600 sq ft. The ground floor offers a palatial reception room with high ceilings, beautiful ceiling detail, wall panelling, oak parquet flooring, centrepiece fireplace, hanging chandeliers, and near floor to ceiling windows and doors leading to the east-facing garden overlooking Princes Gardens. The principal bedroom suite, complete with marble en-suite and oak dressing room, additional reception room, and mezzanine study, complete this floor. Downstairs there is a bespoke kitchen, decadent dining room with space to entertain a plethora of guests, and more reception rooms, including a breakfast room with ample natural light. There are four bedrooms on this floor, two with dressing rooms and en-suite bathrooms, and more office and study space. A feature staircase leads to the entertainment floor with wine room, cinema room, swimming pool, and spa. The property is fully air-conditioned, benefits from a 24-hour concierge, and is for sale with a long leasehold. Situation One of London’s most prestigious areas bordered to the north by Hyde Park, to the south by Chelsea, with Belgravia sitting east and Kensington west. Princes Gate was opened in the mid-19th century and takes a prominent position by Imperial College, a short stroll from many of the capital’s museums and some world renowned shopping attractions to include Harrods. Hyde Park and Kensington Gardens are within 0.4 miles, offering ample green open space, and transport links are plentiful via South Kensington and Knightsbridge Underground Stations.","palatial reception room with high ceilings, beautiful ceiling detail, wall panelling, oak parquet flooring, centrepiece fireplace, hanging chandeliers, and near floor to ceiling windows and doors leading to the east-facing garden overlooking Princes Gardens",transport links are plentiful via South Kensington and Knightsbridge Underground Stations,,
"29 bedroom house for sale in Somerset Court, Lexham Gardens, London, W8",House,11238,29,19,new,18500000,2024,"An exceptional opportunity comprising two cross-converted white stucco-fronted freehold terraced houses made up of 14 self-contained apartments across 11,238 sq ft. The apartments are arranged over garden, ground and five upper floors, totalling 11,238 sqft. Apartments 1-4 located on the ground and garden floor have been recently refurbished to a high standard. The building benefits from a lift as well as a double width 80ft south facing garden, which is shared by duplex flats 3 and 4, in addition to their own private terraces. All apartments qualify for Royal Borough of Kensington and Chelsea parking permits. Outside 80ft Garden to the rear Situation Somerset Court is located in the heart of Kensington, one of London's most sought-after areas. This prime location offers a short walk to both High Street Kensington and Gloucester Road Underground stations, providing excellent transport links across the city via the Circle, District, and Piccadilly lines. The property also enjoys close proximity to an array of top-tier restaurants, boutiques, and bars in Kensington, Knightsbridge, and Chelsea. Nearby cultural landmarks, such as the Natural History Museum and Kensington Gardens, enhance the allure of this prestigious location. Additional Information Tenure: Freehold Local Authority: Royal Borough of Kensington and Chelsea.",,High Street Kensington and Gloucester Road Underground stations,,recently refurbished
"4 bedroom apartment for sale in The OWO, Whitehall, London, SW1A",Apartment,3329,4,5,new,18500000,2024,"Formerly the site of The Old War Office, this unique opportunity allows you to own a luxurious four-bedroom lateral apartment within The OWO, a prestigious residence by Raffles. Situated on the third floor, this exquisite apartment boasts 3,329 square feet of opulent living space. - The OWO is a landmark Grade II*-listed Edwardian baroque building situated in the heart of London on Whitehall and opposite Horse Guards. Formerly home to the Ministry of Defence, the building was once the office of great statesmen such as Winston Churchill and Lord Haldane and was the inspiration for writer Ian Fleming for his James Bond 007 spy stories. The OWO is being meticulously brought back to life to create a new destination for central London, moments from the Royal Park of St. James's, Buckingham Palace, Westminster Abbey, Houses of Parliament, and Downing Street, all of which are a short walk away. 1-5 bedroom residences available - THE OLD WAR OFFICE Originally built from 1886 – 1906 for the Ministry of Defence this Grade II*listed Edwardian masterpiece in the Baroque style has undergone a forensic restoration costing £1.4bn and now provides for 85 private residences serviced by a 120 room 5 star Raffles hotel and 12 bars and restaurants. Constructed from 25 million bricks and 26,000 tons of stone and covering some 71,000 sqm in size the scale of ambition by the owners the Hinduja Group is formidable. Nestled in the heart of Whitehall, these hallowed halls once hosted luminaries like Winston Churchill, Lord Haldane, and T. E. Lawrence. They also played a role in the creation of the legendary James Bond, thanks to Ian Fleming's inspiration - a rich history that is truly unparalleled. Over eight years, an exceptional team of designers, architects, and visionaries, including 1508 London, EPR Architects, Thierry Despont, Marcus Barnett, and Goddard Littlefair, meticulously poured their hearts and souls into breathing new life into this historic edifice, ensuring no detail was left unattended. Today, the Old War Office stands open to the public for the first time since its inception. Knight Frank is honoured to represent our esteemed client, The Hinduja Group, in marketing the 85 unique apartments within this architectural masterpiece. The level of attention to detail, and captivating history of The OWO make it a truly exceptional destination, unlike any other in the capital. - AMENITIES Unrivaled amenities at The OWO include: • 120-key Raffles Hotel – the first in the UK • Collection of 11 restaurants and bars • 85 Raffles Branded Residences (up to 5 bedrooms) • Unique features to each residence including ceiling heights from 3m – 4.4m • 30,000 sq ft of dedicated residents-only amenity spaces • Private landscaped Residents' garden • 20m swimming and separate vitality pool • 24-hour security and concierge • Valet, secure underground parking and storage units • All residences serviced and managed by the Raffles team • Exclusive membership of Raffles Diamond Club - RAFFLES LONDON HOTEL Raffles London is located in what was the Old War Office building, known today as The OWO. It was once home to legends such as Sir Winston Churchill and Lord Haldane. Ian Fleming, creator of James Bond, was a regular visitor to the building and many scenes from the 007 movies have been filmed on location here. This building's history is associated with spies and espionage as MI5 and MI6 had operations here during the 20th century. Located in the heart of Whitehall, it has been meticulously restored and is now home to Raffles London at The OWO - an Epic Stage for Modern Tastemakers. We extend a warm invitation to all to experience the allure of The OWO. Whether you plan to visit the hotel, dine at one of the remarkable restaurants, or simply soak in the ambiance of the bars, you are in for an unforgettable experience. Additional Information Mobile Coverage: Please look at the Ofcom website for more informati The OWO is perfectly positioned in the heart of London on Whitehall, opposite Horse Guards and moments from iconic landmarks such as St. James's Park, Buckingham Palace, Westminster Abbey, Houses of Parliament, and Downing Street.",,,,
"5 bedroom apartment for sale in Princes Gate, SW7",Apartment,7187,5,,new,18500000,2024,"London House are delighted to offer this spectacular triplex apartment in a white stucco fronted building in the heart of South Kensington. Spanning over three floors and covering over 6,600 square feet, this property boasts five bedrooms, six bathrooms, and generous entertaining spaces. The ground floor features a grand reception room with nearly 5-meter-high ceilings, exquisite ceiling details, wall paneling, oak parquet flooring, a central fireplace, hanging chandeliers, and nearly floor-to-ceiling windows and doors that open to the east-facing garden with views of Princes Gardens. The property has two kitchens which has both been kitted out with Gaggenau applicances and a dumbwaiter for access to the floor above. The apartment boasts four bedrooms, two of which have dressing rooms and en-suite bathrooms, along with additional office and study space. A distinctive staircase ascends to the entertainment level, which features a wine room, cinema room, swimming pool, and spa. The property is fully air-conditioned and comes with the services of a full-time caretaker. The main bedroom suite, featuring a marble en-suite and an oak dressing room, an additional reception room, and a mezzanine study. Princes Gate is in a fabulous location, just a short walk from all the outstanding amenities Knightsbridge has to offer, vast array of Michelin star restaurants, fine cafes, designer boutiques and Harrods International department store. Approximately one minute walk to Hyde Park.","wine room, cinema room, swimming pool, and spa",,,
"3 bedroom apartment for sale in 22 Hanover Square, London, W1S 1JA, W1S",Apartment,1663,3,,new,18823200,2024,"The Residences at the Mandarin Oriental offers a blend of modern elegance and comfort in one of London's most dynamic locales. Eye-catching, modern and stylish, this apartment benefits from a wide range of amenities and services including in- residence dining and Michelin- starred cuisine by Chef Akira Back, round-the-clock concierge, housekeeping, valet parking, and a luxurious spa managed by our dedicated in-house Residences Team. The Mandarin Oriental Hotel group is renowned for its exceptional service standards, offering residents personalised experiences that surpass those of any other hotel brand. Located within Hanover Square, The Residences are within moments of London's finest retail destinations, from flagship luxury boutiques to Savile Row tailors, and numerous notable private member clubs and restaurants. Names such as the Ritz, Selfridges, Liberty, Nobu, Royal Opera House and The British Museum are all within walking distance. -Bond Street - 1 minute walk -Regent Street - 1 minute walk",luxurious spa managed by our dedicated in-house Residences Team,,,
"5 bedroom house for sale in Herbert Crescent, Knightsbridge, London, SW1X",House,4639,5,7,price_reduced,18800000,2024,"This extensively remodeled and meticulously designed five-bedroom residence, boasting an internal elevator, is located in one of Knightsbridge's most prestigious addresses. Spanning six floors, this property offers a generous internal space of 4,638 square feet (431 square meters). The renovation involved using only the finest bespoke materials for fixtures and fittings, such as top-tier marble tiling, solid engineered wood flooring, and plush Sylka carpets in the bedrooms. The entire house is equipped with cutting-edge digital home automation, Lutron lighting, integrated air conditioning, and underfloor heating in every room. It features expertly crafted bespoke joinery, high-quality mirrored TVs, and aqua TVs in the bathrooms. The custom-designed washrooms include heated, touchless toilets with bidets. The outdoor space is transformed into a serene oasis with newly added water features and living walls on the terrace. Additional amenities include an indoor swimming pool, a well-equipped gymnasium, a terrace, a patio garden, a study/office, two reception rooms, two dining areas, a kitchen, a utility room, a pantry, five bedrooms, four en-suite bathrooms, one separate bathroom, and two more washrooms. Residents also have exclusive access to the Hans Place garden. The property is conveniently located just minutes away from Harrods and Sloane Street. The house is offered fully furnished.","an internal elevator, cutting-edge digital home automation, Lutron lighting, integrated air conditioning, and underfloor heating in every room",just minutes away from Harrods and Sloane Street,,extensively remodeled and meticulously designed
"2 bedroom apartment for sale in 22 Hanover Square, London, W1S 1JA, W1S",Apartment,1151,2,,new,18823200,2024,"The Residences at the Mandarin Oriental offers a blend of modern elegance and comfort in one of London's most dynamic locales. Eye-catching, modern and stylish, this apartment benefits from a wide range of amenities and services including in- residence dining and Michelin- starred cuisine by Chef Akira Back, round-the-clock concierge, housekeeping, valet parking, and a luxurious spa managed by our dedicated in-house Residences Team. The Mandarin Oriental Hotel group is renowned for its exceptional service standards, offering residents personalised experiences that surpass those of any other hotel brand. Located within Hanover Square, The Residences are within moments of London's finest retail destinations, from flagship luxury boutiques to Savile Row tailors, and numerous notable private member clubs and restaurants. Names such as the Ritz, Selfridges, Liberty, Nobu, Royal Opera House and The British Museum are all within walking distance. -Bond Street - 1 minute walk -Regent Street - 1 minute walk",luxurious spa managed by our dedicated in-house Residences Team,,,
"7 bedroom terraced house for sale in Hanover Terrace, Regent's Park, NW1",Terraced,6103,7,6,price_reduced,18950000,2024,"Set over five floors Hanover Terrace offers generous living accommodation including multiple reception rooms over the lower ground, ground and first floor and four/five bedrooms located on the second and third floors. The mews house can be accessed via the garden and comprises a reception room, kitchen, bedroom and shower room with an integrated garage. This exceptional house offers a wealth of period features including high ceilings and intricate cornicing as well as many modern amenities including a home entertainment system. The house also includes a gym and sauna located on the lower ground floor.","home entertainment system, gym and sauna",,,
"7 bedroom house for sale in Hanover Terrace, Regents Park, NW1",House,5027,7,6,new,18950000,2024,"Magnificent seven bedroom terrace family home arranged over five floors directly opposite the lakes of Regent`s Park. The house is presented in immaculate condition, benefitting from the latest security and home entertainment system centrally managed from an iPad. This house comprises of three gorgeous reception rooms, eat-in kitchen, and conservatory. Ideal for formal entertaining as well as everyday family life. All bedrooms have excellent storage and wardrobe space throughout. The master suite has an en-suite bathroom and two dressing areas. Furthermore the house benefits from a gym, sauna and a separate mews house with garage and a self-contained one bedroom flat. Located moments away from the open green spaces of Regent`s Park and within easy distance to Marylebone Village, Regent`s Park / Baker Street Underground Stations (Bakerloo, Central, Hammersmith & City, Jubilee and Metropolitan Lines), as well as the comprehensive shopping facilities of the West End. Notice Please note we have not tested any apparatus, fixtures, fittings, or services. Interested parties must undertake their own investigation into the working order of these items. All measurements are approximate and photographs provided for guidance only.",,"Regent`s Park / Baker Street Underground Stations (Bakerloo, Central, Hammersmith & City, Jubilee and Metropolitan Lines), as well as the comprehensive shopping facilities of the West End",,
"7 bedroom detached house for sale in Heath Drive, London, NW3",Detached,9327,7,7,new,18950000,2024,"Discover an exceptional, Grade II Listed family home, beautifully reimagined for modern living while retaining its timeless heritage. Originally built by the esteemed C.H.B. Quennell, this magnificent property sits behind a gated carriage driveway with a garage, exuding elegance and grandeur. This impeccably restored family home blends exquisite period details—such as restored fireplaces and high ceilings with contemporary comforts, offering spacious, light-filled rooms and a seamless turnkey opportunity. The vast, manicured 115 foot south-facing garden is designed for both relaxation and entertaining, featuring an alfresco dining area, outdoor fireplace, and a charming studio with its own kitchenette and en-suite. The ground floor presents a selection of beautifully appointed spaces perfect for entertaining. A bespoke, state-of-the-art kitchen, complete with Miele appliances, overlooks the landscaped garden. Additional amenities include a cinema room, utility/boot room, secondary service kitchen, two guest WCs, and direct garage access with a convenient dog-wash station. A wellness oasis awaits on the floor below, boasting a 12.5m indoor pool, holistic wellness lounge, gym, sauna, treatment room, changing facilities and a wine store. Upstairs, the first floor hosts an opulent principal suite with a private lobby, luxurious en-suite and expansive dressing room. There are two further en-suite bedrooms and an additional versatile space, currently a playroom/study, complete this level. On the second floor, four more well-appointed bedrooms (two en-suite), a family bathroom and a convenient kitchenette/utility room offer abundant living space. Additional highlights include a lift servicing the basement, ground and first floors, air-conditioning in all bedrooms, select living spaces and leisure facilities, underfloor heating throughout the bathrooms, basement, kitchen and dining room and a sophisticated security system complete with monitored CCTV and monitored alarm, CAT 6 connectivity, 1GB Fibre Internet and Sonos sound system. This beautiful home is a rare offering — a perfect fusion of luxury, heritage and modern convenience - fully turnkey and ready for anyone looking to move in straight away. Please use the reference 414867 when contacting us.","cinema room, utility/boot room, secondary service kitchen, two guest WCs, direct garage access with a convenient dog-wash station, a wellness oasis awaits on the floor below, boasting a 12.5m indoor pool, holistic wellness lounge, gym, sauna, treatment room, changing facilities and a wine store",,,fully turnkey and ready for anyone looking to move in straight away
"7 bedroom terraced house for sale in Hanover Terrace, London, NW1",Terraced,6103,7,6,price_reduced,18950000,2024,"Perfectly located in one of Regent's Parks' most sought-after Nash Terraces, is this stunning Grade I listed house, complete with uninterrupted views across Regent's Park and the boating lake. Offering circa 6,103 sq ft of internal space, including a separate mews house, this spectacular seven bedroom family home has recently undergone a beautiful restoration to make it ideal for family living and entertaining. With a south-west facing garden, this magnificent house comes to life during the spring and summer months. All bedrooms have excellent storage and wardrobe space throughout. Furthermore, the house benefits from a gym, sauna, a separate self contained mews house with a garage and two bedrooms. Additional Information Mobile Coverage: Please look at the Ofcom website for more information Hanover Terrace is on the western side of Regent's Parks outer circle, between Hanover Gate and The London Business School. Regent's Park itself offers a wide range of recreational facilities, including the Zoological Gardens, the open-air theatre, Queen Mary's Gardens, the boating lake, and tennis courts. The nearest Underground Station is Baker Street (Circle & District, Metropolitan, Jubilee, Bakerloo, and Hammersmith & City Lines), which is approximately 800 meters walk. All distances are approximate.",,"Baker Street (Circle & District, Metropolitan, Jubilee, Bakerloo, and Hammersmith & City Lines)",The London Business School,recently undergone a beautiful restoration
"7 bedroom house for sale in Hanover Terrace, Regent's Park, London, NW1, United Kingdom, NW1",House,6103,7,7,price_reduced,18950000,2024,"United Kingdom Sotheby’s International Realty is thrilled to present this wonderful house on Hanover Terrace. Nestled discreetly in one of Regent's Park's most sought-after terraces, this seven-bedroom Grade I listed house unfolds over 6,103 sq ft, including a separate mews house. Recently restored, it blends timeless elegance with contemporary comfort, creating a harmonious home for living and entertaining. The enchanting southwest-facing garden flourishes in spring and summer, while each bedroom has plenty of storage and is exceptionally light. Additionally, there is also a private gym and sauna. A separate mews house has a self-contained two-bedroom apartment, perfect for guests, staff, or even a home office, as well as a garage for two cars Overlooking Regent’s Park, the house is in one of the best spots in London. Verdant views are framed by sash windows at the back of the house. The house is close to everything one could want from a central London address, including the capital’s best restaurants and shops, not to mention the park. Transport links are excellent with nearby access to Marylebone and Baker Street stations for trains and the Underground.",,nearby access to Marylebone and Baker Street stations for trains and the Underground,,Recently restored
"6 bedroom detached house for sale in Courtenay Avenue, N6",Detached,9858,6,3,new,19500000,2024,"A rare opportunity to purchase a magnificent freehold plot/property in the N6, where planning consent (via an appeal) has been granted for the redevelopment (behind the existing façade) of a super mansion. This house for sale in the N6 area is situated on a unique double-width plot of circa 1 acre (4,050m²), one of the largest plots in this coveted location, and provides an opportunity, with planning consent, for a buyer to create an impressive new home of approx. 19,000 ft² (1,765m²), behind the façade currently. The 24hr security at the top of the road is a very attractive facility for residents, and the location of Kenwood and Highgate Golf Course at each extreme of the road adds a huge, semi-rural leafy amenity to what otherwise is an urban location. Courtenay Avenue is nestled between the medieval villages of Highgate and Hampstead and is within walking distance of Highgate School, which is one of the greatest private learning institutions in the capital.",,,Highgate School,
"4 bedroom apartment for sale in The Bryanston, Hyde Park, 55 Bryanston Street, Marylebone, London, W1H 7BZ, W1H",Apartment,2923,4,4,new,19000000,2024,"Located on the 11th floor, this spacious three-bedroom plus study apartment offers 2,923 sq ft of luxury living and boasts panoramic views overlooking Royal Hyde Park and the City. The most emblematic furniture has been selected, commissioned from British talent made exclusively for the apartment by David Collins Studio to provide bespoke pieces. Space is the ultimate city luxury and this apartment features unusually generously proportioned 3m high ceilings. - Designed by world-renowned architect, The Bryanston, Hyde Park is a collection of just 54 residences, enjoying a prominent location and extraordinary views. It is composed of two elements: the podium, with its gracefully tiered terraces, and the tower, which stretches to 18 storeys and provides 360° cityscape views into Hyde Park and the City. - The Bryanston nestles between three Royal Parks and is minutes away from Selfridges and the preeminent shops, restaurants, and hotels of Park Lane and Mayfair. Sitting at the heart of The Portman Estate, one of London's great estates is a spectacular address to call home in an impeccable central London location. - Residents at The Bryanston will benefit from 24-hour Rhodium concierge services, secure underground car parking with a 24-hour valet and two floors of five-star amenities including: • 24-hour concierge and security • 25-metre swimming pool • Fully equipped gymnasium and spa • Business suite • Private cinema room • Secure underground valet parking • Children's play space Completed and ready for immediate occupation. Interior photography by Patrick Williamson. External photography by James Burns and Jason Hawkes Additional Information Mobile Coverage: Please look at the Ofcom website for more information Located at the top of Hyde Park, on Marble Arch, The Bryanston sits on the edge of Mayfair and Marylebone in W1, at the heart of the established Portman Estate.",24-hour concierge and security,,,
"4 bedroom penthouse for sale in The Lucan, London, SW3",Penthouse,3229,4,4,new,19500000,2024,"Set on the top floor of the sought-after Lucan Residences in Chelsea, this impressive penthouse sprawls across an expansive 3,186 sq. ft. Part of the first standalone property in Marriott's Autograph Collection, the apartment is set in a building inspired by Chelsea's Victorian-era mansions, blending contemporary style with thoughtful craftsmanship. Each apartment in the collection has been made to be utterly personal; from signature scents to in-house stylists, every home is something to behold. Externally, the sleek brick façade and Art Deco tiling are complemented by minimalist glass elements to create a striking impression. With no adjoining buildings, residents enjoy complete privacy. Accessed by a direct lift, internally the home is finished with a bright and clean colour palette. In the large kitchen stone worktops, bronze and mirror splashbacks, and handpicked metal door handles. A dining area, perfect for entertaining on a large scale, lies next to a large living room. Four bedrooms, each ensuite, have plenty of storage space and there is separate staff accommodation. Underfloor heating runs throughout. Amenities include 24/7 concierge and valet parking, residential operations management, a fully-equipped gym, housekeeping, wellness services, personal training, and exclusive experiences like private dining and personal shopping. Surrounded by leafy gardens and historic parks, Chelsea's green spaces are perfect for picnics, bike rides, and afternoon strolls, providing a peaceful retreat within a vibrant city. Walking distance from Harrods and Harvey Nichols, as well as around the corner from the iconic King's Road, the apartment couldn't be better placed. Close to Sloane Square Underground Station (District and Circle Lines), Victoria National Rail Station, South Kensington (Piccadilly and District and Circle) and Knightsbridge (Piccadilly Line), the apartment is exceptionally well connected.","24/7 concierge and valet parking, residential operations management, a fully-equipped gym, housekeeping, wellness services, personal training, and exclusive experiences like private dining and personal shopping","Close to Sloane Square Underground Station (District and Circle Lines), Victoria National Rail Station, South Kensington (Piccadilly and District and Circle) and Knightsbridge (Piccadilly Line)",,
"5 bedroom end of terrace house for sale in Portland Place, Marylebone, W1B",End of Terrace,8174,5,6,price_reduced,19750000,2024,"Portland Place is a luxurious Georgian townhouse, recently transformed into a stunning family home with timeless interiors and nods to its rich history. The recent refurbishment of this exquisite property was orchestrated by renowned interior designer Hubert Zandberg, in collaboration with architectural designer Jan Swanpoel. While the exterior facade remains unchanged, the interior has been reimagined into extraordinary spaces for entertaining and relaxation, while retaining original features and exceptional ceiling heights. The home boasts an essence of 1940s aesthetic with nods to a variety of bold styles, creating a unique and stylish living space. Portland Place is equipped with the latest in modern technologies, including a beautiful Wolf Range Cooker, a Lutron Homeworks lighting and shading control system, and integrated control features. The principal suite, which was once the building's Grand Salon, is a tranquil retreat from the city with two ensuite dressing rooms and two finely finished bathrooms. Additionally, there are three full guest bedrooms with ensuite bathrooms and staff accommodation on the top floor of the home.",,,,recently transformed into a stunning family home with timeless interiors and nods to its rich history
"7 bedroom terraced house for sale in Hanover Terrace, London, NW1",Terraced,7728,7,6,new,19750000,2024,"An imposing Grade l listed house and mews, in one of Regent Park's most sought after Nash terraces with a stunning south-west facing garden. The property offers spacious accommodation and has been meticulously refurbished throughout with an exceptional level of finishing and presentation. This magnificent Georgian London home is fit for the 21st century and offers family, guest and staff accommodation. The views from the upper floors spread across Regent’s Park and the boating lake. Hanover Terrace is on the western side of Regent's Park's outer circle, between Hanover Gate and Terrace The London Business School. Regent's Park itself offers a wide range of recreational facilities, including the Zoological Gardens, the open air theatre, Queen Mary's Gardens, the boating lake and tennis courts. The nearest Underground station is Baker Street (Circle & District, Metropolitan, Jubilee, Bakerloo and Hammersmith & City Lines), which is approximately 800 metres walk. Please use the reference 171966 when contacting us.",,"Baker Street (Circle & District, Metropolitan, Jubilee, Bakerloo and Hammersmith & City Lines)",London Business School,meticulously refurbished throughout with an exceptional level of finishing and presentation
